iter	Passed	Remaining
461	784	913
462	785	911
463	787	909
464	788	907
465	790	905
466	791	903
467	793	901
468	795	900
469	796	898
470	798	896
471	800	894
472	803	895
473	804	893
474	806	891
475	808	889
476	809	887
477	810	885
478	812	883
479	814	882
480	815	880
481	817	878
482	818	876
483	820	874
484	822	873
485	823	870
486	824	868
487	826	867
488	828	865
489	829	863
490	831	861
491	833	860
492	835	858
493	836	856
494	837	854
495	839	852
496	840	850
497	841	848
498	843	846
499	844	844
500	846	843
501	848	841
502	849	839
503	852	839
504	854	837
505	855	835
506	857	833
507	859	831
508	860	829
509	861	828
510	864	826
511	865	824
512	867	823
513	868	820
514	869	818
515	870	816
516	872	814
517	873	812
518	874	810
519	876	808
520	877	806
521	878	804
522	880	802
523	881	800
524	883	799
525	884	797
526	886	795
527	887	793
528	888	791
529	890	789
530	891	787
531	893	785
532	894	783
533	896	782
534	897	780
535	898	778
536	900	776
537	902	774
538	903	773
539	905	771
540	906	769
541	908	767
542	909	765
543	910	763
544	913	762
545	914	760
546	916	758
547	917	756
548	918	754
549	920	753
550	922	751
551	923	749
552	924	747
553	926	746
554	927	744
555	929	742
556	930	740
557	932	738
558	934	737
559	935	735
560	936	733
561	938	731
562	939	729
563	940	727
564	941	725
565	943	723
566	944	721
567	945	719
568	946	717
569	948	715
570	949	713
571	950	711
572	952	709
573	953	707
574	954	705
575	956	703
576	957	701
577	958	700
578	960	698
579	961	696
580	962	694
581	964	692
582	965	690
583	966	688
584	967	686
585	969	685
586	970	683
587	972	681
588	973	679
589	975	677
590	976	675
591	977	673
592	979	672
593	980	670
594	981	668
595	983	666
596	984	664
597	985	662
598	986	660
599	988	659
600	990	657
601	991	655
602	992	653
603	993	651
604	995	649
605	996	647
606	997	646
607	998	644
608	1000	642
609	1002	640
610	1003	638
611	1004	636
612	1006	635
613	1007	633
614	1008	631
615	1009	629
616	1011	627
617	1012	625
618	1013	623
619	1015	622
620	1016	620
621	1018	618
622	1019	617
623	1021	615
624	1022	613
625	1023	611
626	1025	609
627	1026	608
628	1028	606
629	1029	604
630	1030	602
631	1032	600
632	1033	599
633	1034	597
634	1036	595
635	1037	594
636	1039	592
637	1040	590
638	1041	588
639	1043	586
640	1044	584
641	1045	583
642	1046	581
643	1048	579
644	1050	578
645	1051	576
646	1052	574
647	1054	572
648	1055	570
649	1057	569
650	1058	567
651	1060	565
652	1062	564
653	1063	562
654	1065	561
655	1066	559
656	1067	557
657	1069	555
658	1070	554
659	1071	552
660	1072	550
661	1074	548
662	1076	547
663	1077	545
664	1078	543
665	1080	541
666	1081	540
667	1083	538
668	1084	536
669	1085	534
670	1087	533
671	1088	531
672	1090	529
673	1091	527
674	1092	526
675	1094	524
676	1095	522
677	1096	520
678	1097	518
679	1099	517
680	1101	515
681	1102	514
682	1103	512
683	1105	510
684	1106	509
685	1108	507
686	1109	505
687	1110	503
688	1112	502
689	1113	500
690	1114	498
691	1116	496
692	1117	495
693	1119	493
694	1120	491
695	1121	490
696	1123	488
697	1125	486
698	1126	485
699	1127	483
700	1128	481
701	1130	479
702	1131	478
703	1133	476
704	1134	474
705	1135	472
706	1136	471
707	1138	469
708	1140	467
709	1141	466
710	1143	464
711	1144	463
712	1146	461
713	1147	459
714	1148	457
715	1150	456
716	1151	454
717	1153	452
718	1154	451
719	1156	449
720	1158	448
721	1159	446
722	1160	444
723	1161	442
724	1163	441
725	1164	439
726	1166	437
727	1167	436
728	1168	434
729	1170	432
730	1171	431
731	1173	429
732	1174	427
733	1175	426
734	1177	424
735	1178	422
736	1179	421
737	1181	419
738	1182	417
739	1183	415
740	1184	414
741	1186	412
742	1187	410
743	1189	409
744	1190	407
745	1191	405
746	1192	404
747	1194	402
748	1195	400
749	1196	398
750	1197	397
751	1198	395
752	1200	393
753	1201	391
754	1202	390
755	1203	388
756	1204	386
757	1206	385
758	1207	383
759	1208	381
760	1210	380
761	1212	378
762	1213	376
763	1215	375
764	1217	373
765	1219	372
766	1220	370
767	1221	369
768	1223	367
769	1225	365
770	1226	364
771	1227	362
772	1229	361
773	1230	359
774	1232	357
775	1233	355
776	1234	354
777	1235	352
778	1236	350
779	1238	349
780	1239	347
781	1240	345
782	1242	344
783	1243	342
784	1244	340
785	1245	339
786	1247	337
787	1248	335
788	1249	334
789	1251	332
790	1252	330
791	1253	329
792	1255	327
793	1256	325
794	1257	324
795	1258	322
796	1259	320
797	1261	319
798	1262	317
799	1263	315
800	1264	314
801	1266	312
802	1267	310
803	1268	309
804	1269	307
805	1271	306
806	1273	304
807	1274	302
808	1275	301
809	1277	299
810	1278	297
811	1280	296
812	1281	294
813	1283	293
814	1284	291
815	1285	289
816	1287	288
817	1288	286
818	1290	285
819	1291	283
820	1293	281
821	1294	280
822	1295	278
823	1296	277
824	1298	275
825	1299	273
826	1301	272
827	1302	270
828	1303	268
829	1304	267
830	1306	265
831	1307	264
832	1308	262
833	1310	260
834	1311	259
835	1312	257
836	1314	255
837	1315	254
838	1316	252
839	1318	251
840	1319	249
841	1320	247
842	1321	246
843	1323	244
844	1324	242
845	1325	241
846	1326	239
847	1328	238
848	1329	236
849	1330	234
850	1331	233
851	1333	231
852	1334	229
853	1335	228
854	1337	226
855	1338	225
856	1339	223
857	1341	221
858	1342	220
859	1344	218
860	1345	217
861	1346	215
862	1348	214
863	1349	212
864	1350	210
865	1352	209
866	1353	207
867	1355	206
868	1356	204
869	1357	202
870	1359	201
871	1360	199
872	1361	198
873	1362	196
874	1363	194
875	1364	193
876	1366	191
877	1368	190
878	1369	188
879	1370	186
880	1371	185
881	1372	183
882	1374	182
883	1375	180
884	1376	178
885	1378	177
886	1380	175
887	1381	174
888	1382	172
889	1383	171
890	1385	169
891	1387	168
892	1389	166
893	1390	164
894	1392	163
895	1393	161
896	1394	160
897	1396	158
898	1397	157
899	1398	155
900	1400	153
901	1401	152
902	1402	150
903	1404	149
904	1405	147
905	1406	145
906	1408	144
907	1409	142
908	1410	141
909	1412	139
910	1413	138
911	1414	136
912	1416	134
913	1417	133
914	1419	131
915	1420	130
916	1421	128
917	1423	127
918	1424	125
919	1425	123
920	1427	122
921	1429	120
922	1430	119
923	1431	117
924	1433	116
925	1435	114
926	1436	113
927	1438	111
928	1440	110
929	1442	108
930	1444	107
931	1445	105
932	1447	103
933	1448	102
934	1450	100
935	1451	99
936	1453	97
937	1454	96
938	1455	94
939	1457	93
940	1459	91
941	1460	89
942	1462	88
943	1464	86
944	1466	85
945	1468	83
946	1469	82
947	1472	80
948	1473	79
949	1474	77
950	1476	76
951	1478	74
952	1479	72
953	1480	71
954	1482	69
955	1483	68
956	1485	66
957	1486	65
958	1488	63
959	1489	62
960	1491	60
961	1492	58
962	1493	57
963	1495	55
964	1497	54
965	1498	52
966	1499	51
967	1501	49
968	1502	48
969	1504	46
970	1505	44
971	1507	43
972	1509	41
973	1510	40
974	1512	38
975	1513	37
976	1514	35
977	1516	34
978	1517	32
979	1518	30
980	1520	29
981	1522	27
982	1523	26
983	1524	24
984	1526	23
985	1527	21
986	1529	20
987	1530	18
988	1531	17
989	1533	15
990	1534	13
991	1536	12
992	1537	10
993	1539	9
994	1540	7
995	1541	6
996	1543	4
997	1544	3
998	1546	1
999	1547	0
